	Microbe	Supplementation	Microbe_Supplementation	Time	Rep	Root_Length		
1062	M.free	3OMG	M.free_3OMG	72h	3	2.053		
1063	M.free	3OMG	M.free_3OMG	72h	3	1.694		
1064	M.free	3OMG	M.free_3OMG	72h	3	1.404		
1065	M.free	3OMG	M.free_3OMG	72h	3	1.228		
1066	M.free	3OMG	M.free_3OMG	72h	3	2.193		
1067	M.free	3OMG	M.free_3OMG	72h	3	2		
1068	M.free	3OMG	M.free_3OMG	72h	3	1.916		
1069	M.free	3OMG	M.free_3OMG	72h	3	1.532		
1070	M.free	3OMG	M.free_3OMG	72h	3	1.754		
1071	M.free	3OMG	M.free_3OMG	72h	3	1.362		
1072	M.free	3OMG	M.free_3OMG	72h	3	2.255		
1073	M.free	3OMG	M.free_3OMG	72h	3	2.019		
1074	M.free	3OMG	M.free_3OMG	72h	3	2.107		
1075	M.free	3OMG	M.free_3OMG	72h	3	2.668		
1076	M.free	3OMG	M.free_3OMG	72h	3	2.085		
1077	M.free	3OMG	M.free_3OMG	72h	3	1.193		
1078	M.free	3OMG	M.free_3OMG	72h	3	2.221		
1079	M.free	3OMG	M.free_3OMG	72h	3	1.932		
1080	M.free	3OMG	M.free_3OMG	72h	3	2.557		
1081	M.free	3OMG	M.free_3OMG	72h	3	1.532		
1082	M.free	3OMG	M.free_3OMG	72h	3	2.732		
1083	M.free	3OMG	M.free_3OMG	72h	3	2.47		
1084	M.free	3OMG	M.free_3OMG	72h	3	3.159		
1085	M.free	3OMG	M.free_3OMG	72h	3	2.113		
1086	M.free	3OMG	M.free_3OMG	72h	3	2.456		
1087	M.free	3OMG	M.free_3OMG	72h	3	2.195		
1088	M.free	3OMG	M.free_3OMG	72h	3	0.877		
1089	M.free	3OMG	M.free_3OMG	72h	3	1.228		
1090	M.free	3OMG	M.free_3OMG	72h	3	2.198		
1091	M.free	3OMG	M.free_3OMG	72h	3	3.158		
1092	M.free	3OMG	M.free_3OMG	72h	3	1.93		
1093	M.free	3OMG	M.free_3OMG	72h	3	1.754		
1094	M.free	3OMG	M.free_3OMG	72h	3	0.945		
1095	M.free	3OMG	M.free_3OMG	72h	3	2.105		
1096	M.free	3OMG	M.free_3OMG	72h	3	1.842		
1097	M.free	3OMG	M.free_3OMG	72h	3	2.281		
1098	M.free	3OMG	M.free_3OMG	72h	3	1.404		
1099	M.free	3OMG	M.free_3OMG	72h	3	2.608		
1100	M.free	3OMG	M.free_3OMG	72h	3	3.051		
1101	M.free	3OMG	M.free_3OMG	72h	4	2.134		
1102	M.free	3OMG	M.free_3OMG	72h	4	2.122		
1103	M.free	3OMG	M.free_3OMG	72h	4	1.932		
1104	M.free	3OMG	M.free_3OMG	72h	4	2.221		
1105	M.free	3OMG	M.free_3OMG	72h	4	2.409		
1106	M.free	3OMG	M.free_3OMG	72h	4	2.018		
1107	M.free	3OMG	M.free_3OMG	72h	4	2.282		
1108	M.free	3OMG	M.free_3OMG	72h	4	1.93		
1109	M.free	3OMG	M.free_3OMG	72h	4	1.842		
1110	M.free	3OMG	M.free_3OMG	72h	4	3.159		
1111	M.free	3OMG	M.free_3OMG	72h	4	3.015		
1112	M.free	3OMG	M.free_3OMG	72h	4	2.684		
1113	M.free	3OMG	M.free_3OMG	72h	4	2.37		
1114	M.free	3OMG	M.free_3OMG	72h	4	2.724		
1115	M.free	3OMG	M.free_3OMG	72h	4	2.476		
1116	M.free	3OMG	M.free_3OMG	72h	4	1.948		
1117	M.free	3OMG	M.free_3OMG	72h	4	2.907		
1118	M.free	3OMG	M.free_3OMG	72h	4	2.807		
1119	M.free	3OMG	M.free_3OMG	72h	4	2.456		
1120	M.free	3OMG	M.free_3OMG	72h	4	2.721		
1121	M.free	3OMG	M.free_3OMG	72h	4	2.632		
1122	M.free	3OMG	M.free_3OMG	72h	4	2.195		
1123	M.free	3OMG	M.free_3OMG	72h	4	2.296		
1124	M.free	3OMG	M.free_3OMG	72h	4	3.303		
1125	M.free	3OMG	M.free_3OMG	72h	4	1.499		
1126	M.free	3OMG	M.free_3OMG	72h	4	1.85		
1127	M.free	3OMG	M.free_3OMG	72h	4	2.495		
1128	M.free	3OMG	M.free_3OMG	72h	4	3.773		
1129	M.free	3OMG	M.free_3OMG	72h	4	2.281		
1130	M.free	3OMG	M.free_3OMG	72h	4	2.308		
1131	M.free	3OMG	M.free_3OMG	72h	4	1.932		
1132	M.free	3OMG	M.free_3OMG	72h	4	1.932		
1133	M.free	3OMG	M.free_3OMG	72h	4	3.177		
1134	M.free	3OMG	M.free_3OMG	72h	4	2		
1135	M.free	3OMG	M.free_3OMG	72h	4	2.282		
1136	M.free	3OMG	M.free_3OMG	72h	4	3.334		
1137	M.free	3OMG	M.free_3OMG	72h	4	2.754		
1138	M.free	3OMG	M.free_3OMG	72h	4	3.422		
1139	M.free	3OMG	M.free_3OMG	72h	4	1.861		
1140	M.free	3OMG	M.free_3OMG	72h	4	2.303		
1141	M.free	3OMG	M.free_3OMG	72h	4	1.842		
1142	M.free	3OMG	M.free_3OMG	72h	4	2.841		
1143	M.free	3OMG	M.free_3OMG	72h	4	2.458		
1144	M.free	3OMG	M.free_3OMG	72h	4	2.287		
1145	M.free	3OMG	M.free_3OMG	72h	4	2.456		
1146	M.free	3OMG	M.free_3OMG	72h	4	2.105		
1147	M.free	3OMG	M.free_3OMG	72h	4	2.035		
1148	M.free	3OMG	M.free_3OMG	72h	4	2.109		
1149	M.free	3OMG	M.free_3OMG	72h	4	2		
1150	M.free	3OMG	M.free_3OMG	72h	4	2.105		
1151	M.free	3OMG	M.free_3OMG	72h	4	3.158		
1152	M.free	3OMG	M.free_3OMG	72h	4	1.754		
1153	M.free	3OMG	M.free_3OMG	72h	4	2.456		
1154	M.free	3OMG	M.free_3OMG	72h	4	1.404		
1155	M.free	3OMG	M.free_3OMG	72h	4	1.316		
1156	M.free	3OMG	M.free_3OMG	72h	4	1.774		
1157	M.free	3OMG	M.free_3OMG	72h	4	2.444		
1158	M.free	3OMG	M.free_3OMG	72h	4	2.916		
1159	M.free	3OMG	M.free_3OMG	72h	4	2.236		
1160	M.free	3OMG	M.free_3OMG	72h	4	2.982		
1161	M.free	3OMG	M.free_3OMG	72h	4	1.754		
1162	M.free	3OMG	M.free_3OMG	72h	4	1.491		
1163	M.free	3OMG	M.free_3OMG	72h	4	1.667		
1164	M.free	3OMG	M.free_3OMG	72h	4	2.456		
1165	M.free	3OMG	M.free_3OMG	72h	4	1.754		
1166	M.free	3OMG	M.free_3OMG	72h	4	2.193		
1167	M.free	3OMG	M.free_3OMG	72h	4	2.193		
1168	M.free	3OMG	M.free_3OMG	72h	4	2.456		
1169	M.free	3OMG	M.free_3OMG	72h	4	1.027		
1170	M.free	3OMG	M.free_3OMG	72h	4	1.404		
1171	M.free	3OMG	M.free_3OMG	72h	4	2.788		
1172	M.free	3OMG	M.free_3OMG	72h	4	2.724		
1173	M.free	3OMG	M.free_3OMG	72h	4	2.545		
1174	M.free	3OMG	M.free_3OMG	72h	4	3.081		
1175	M.free	3OMG	M.free_3OMG	72h	4	2.409		
1176	M.free	3OMG	M.free_3OMG	72h	4	2.481		
1177	M.free	3OMG	M.free_3OMG	72h	4	3.34		
1178	M.free	3OMG	M.free_3OMG	72h	4	2.719		
1179	M.free	3OMG	M.free_3OMG	72h	4	3.177		
1180	M.free	3OMG	M.free_3OMG	72h	4	2.08		
1181	M.free	3OMG	M.free_3OMG	72h	4	2.193		
1182	M.free	3OMG	M.free_3OMG	72h	4	2.55		
1183	M.free	3OMG	M.free_3OMG	72h	4	2.368		
1184	M.free	3OMG	M.free_3OMG	72h	4	2.37		
1185	M.free	3OMG	M.free_3OMG	72h	4	2.368		
1186	M.free	3OMG	M.free_3OMG	72h	4	3.246		
1187	M.free	3OMG	M.free_3OMG	72h	4	2.774		
1188	M.free	3OMG	M.free_3OMG	72h	4	1.916		
1189	M.free	3OMG	M.free_3OMG	72h	4	1.971		
1190	M.free	3OMG	M.free_3OMG	72h	4	2.829		
1191	M.free	3OMG	M.free_3OMG	72h	4	3.07		
1192	M.free	3OMG	M.free_3OMG	72h	4	2.544		
1193	M.free	3OMG	M.free_3OMG	72h	4	3.149		
1194	M.free	3OMG	M.free_3OMG	72h	4	2.105		
1195	M.free	3OMG	M.free_3OMG	72h	4	1.842		
1196	M.free	3OMG	M.free_3OMG	72h	4	2.829		
1197	M.free	3OMG	M.free_3OMG	72h	4	3.169		
1198	M.free	3OMG	M.free_3OMG	72h	4	2.375		
1199	M.free	3OMG	M.free_3OMG	72h	4	2.053		
1200	M.free	3OMG	M.free_3OMG	72h	4	2.512		
1201	F16	3OMG	F16_3OMG	72h	1	2.588		
1202	F16	3OMG	F16_3OMG	72h	1	2.642		
1203	F16	3OMG	F16_3OMG	72h	1	2.832		
1204	F16	3OMG	F16_3OMG	72h	1	2.176		
1205	F16	3OMG	F16_3OMG	72h	1	2.195		
1206	F16	3OMG	F16_3OMG	72h	1	1.893		
1207	F16	3OMG	F16_3OMG	72h	1	2.155		
1208	F16	3OMG	F16_3OMG	72h	1	2.433		
1209	F16	3OMG	F16_3OMG	72h	1	1.711		
1210	F16	3OMG	F16_3OMG	72h	1	2.252		
1211	F16	3OMG	F16_3OMG	72h	1	1.878		
1212	F16	3OMG	F16_3OMG	72h	1	1.747		
1213	F16	3OMG	F16_3OMG	72h	1	1.662		
1214	F16	3OMG	F16_3OMG	72h	1	2.68		
1215	F16	3OMG	F16_3OMG	72h	1	2.323		
1216	F16	3OMG	F16_3OMG	72h	1	1.358		
1217	F16	3OMG	F16_3OMG	72h	1	1.797		
1218	F16	3OMG	F16_3OMG	72h	1	2.252		
1219	F16	3OMG	F16_3OMG	72h	1	2.149		
1220	F16	3OMG	F16_3OMG	72h	1	1.938		
1221	F16	3OMG	F16_3OMG	72h	1	1.893		
1222	F16	3OMG	F16_3OMG	72h	1	1.352		
1223	F16	3OMG	F16_3OMG	72h	1	1.797		
1224	F16	3OMG	F16_3OMG	72h	1	2.235		
1225	F16	3OMG	F16_3OMG	72h	1	2.21		
1226	F16	3OMG	F16_3OMG	72h	1	2.091		
1227	F16	3OMG	F16_3OMG	72h	1	2.237		
1228	F16	3OMG	F16_3OMG	72h	1	2.407		
1229	F16	3OMG	F16_3OMG	72h	1	2.323		
1230	F16	3OMG	F16_3OMG	72h	1	1.632		
1231	F16	3OMG	F16_3OMG	72h	1	2.325		
1232	F16	3OMG	F16_3OMG	72h	1	1.893		
1233	F16	3OMG	F16_3OMG	72h	1	1.358		
1234	F16	3OMG	F16_3OMG	72h	1	2.904		
1235	F16	3OMG	F16_3OMG	72h	1	1.534		
1236	F16	3OMG	F16_3OMG	72h	1	1.395		
1237	F16	3OMG	F16_3OMG	72h	1	1.284		
1238	F16	3OMG	F16_3OMG	72h	1	2.675		
1239	F16	3OMG	F16_3OMG	72h	1	1.621		
1240	F16	3OMG	F16_3OMG	72h	1	1.938		
1241	F16	3OMG	F16_3OMG	72h	1	1.938		
1242	F16	3OMG	F16_3OMG	72h	1	1.972		
1243	F16	3OMG	F16_3OMG	72h	1	2.235		
1244	F16	3OMG	F16_3OMG	72h	1	1.884		
1245	F16	3OMG	F16_3OMG	72h	1	1.662		
1246	F16	3OMG	F16_3OMG	72h	1	2.148		
1247	F16	3OMG	F16_3OMG	72h	1	2.235		
1248	F16	3OMG	F16_3OMG	72h	1	2.505		
1249	F16	3OMG	F16_3OMG	72h	1	1.972		
1250	F16	3OMG	F16_3OMG	72h	1	1.534		
1251	F16	3OMG	F16_3OMG	72h	1	1.558		
1252	F16	3OMG	F16_3OMG	72h	1	2.625		
1253	F16	3OMG	F16_3OMG	72h	1	1.621		
1254	F16	3OMG	F16_3OMG	72h	1	2.323		
1255	F16	3OMG	F16_3OMG	72h	1	1.906		
1256	F16	3OMG	F16_3OMG	72h	1	2.577		
1257	F16	3OMG	F16_3OMG	72h	1	1.386		
1258	F16	3OMG	F16_3OMG	72h	1	2.13		
1259	F16	3OMG	F16_3OMG	72h	1	1.682		
1260	F16	3OMG	F16_3OMG	72h	1	1.534		
1261	F16	3OMG	F16_3OMG	72h	1	1.974		
1262	F16	3OMG	F16_3OMG	72h	1	2.325		
1263	F16	3OMG	F16_3OMG	72h	1	1.358		
1264	F16	3OMG	F16_3OMG	72h	1	2.13		
1265	F16	3OMG	F16_3OMG	72h	1	2.577		
1266	F16	3OMG	F16_3OMG	72h	1	0.747		
1267	F16	3OMG	F16_3OMG	72h	1	1.358		
1268	F16	3OMG	F16_3OMG	72h	1	1.425		
1269	F16	3OMG	F16_3OMG	72h	1	2.411		
1270	F16	3OMG	F16_3OMG	72h	1	1.938		
1271	F16	3OMG	F16_3OMG	72h	1	2.239		
1272	F16	3OMG	F16_3OMG	72h	1	0.567		
1273	F16	3OMG	F16_3OMG	72h	1	1.632		
1274	F16	3OMG	F16_3OMG	72h	1	2.176		
1275	F16	3OMG	F16_3OMG	72h	1	2.109		
1276	F16	3OMG	F16_3OMG	72h	1	2.446		
1277	F16	3OMG	F16_3OMG	72h	1	2.68		
1278	F16	3OMG	F16_3OMG	72h	1	2.235		
1279	F16	3OMG	F16_3OMG	72h	1	2.323		
1280	F16	3OMG	F16_3OMG	72h	1	2.235		
1281	F16	3OMG	F16_3OMG	72h	1	3.731		
1282	F16	3OMG	F16_3OMG	72h	1	2.417		
1283	F16	3OMG	F16_3OMG	72h	1	1.534		
1284	F16	3OMG	F16_3OMG	72h	1	2.722		
1285	F16	3OMG	F16_3OMG	72h	1	2.235		
1286	F16	3OMG	F16_3OMG	72h	1	2.849		
1287	F16	3OMG	F16_3OMG	72h	1	1.27		
1288	F16	3OMG	F16_3OMG	72h	1	1.884		
1289	F16	3OMG	F16_3OMG	72h	1	2.176		
1290	F16	3OMG	F16_3OMG	72h	1	2.6		
1291	F16	3OMG	F16_3OMG	72h	1	1.972		
1292	F16	3OMG	F16_3OMG	72h	1	1.457		
1293	F16	3OMG	F16_3OMG	72h	1	1.797		
1294	F16	3OMG	F16_3OMG	72h	1	2.02		
1295	F16	3OMG	F16_3OMG	72h	1	2.872		
1296	F16	3OMG	F16_3OMG	72h	1	2.87		
1297	F16	3OMG	F16_3OMG	72h	1	2.586		
1298	F16	3OMG	F16_3OMG	72h	1	3.701		
1299	F16	3OMG	F16_3OMG	72h	1	2.606		
1300	F16	3OMG	F16_3OMG	72h	2	2.87		
1301	F16	3OMG	F16_3OMG	72h	2	2.013		
1302	F16	3OMG	F16_3OMG	72h	2	2.698		
1303	F16	3OMG	F16_3OMG	72h	2	2.33		
1304	F16	3OMG	F16_3OMG	72h	2	2.33		
1305	F16	3OMG	F16_3OMG	72h	2	2.06		
1306	F16	3OMG	F16_3OMG	72h	2	2.738		
1307	F16	3OMG	F16_3OMG	72h	2	2.656		
1308	F16	3OMG	F16_3OMG	72h	2	2.235		
1309	F16	3OMG	F16_3OMG	72h	2	2.763		
1310	F16	3OMG	F16_3OMG	72h	2	1.371		
1311	F16	3OMG	F16_3OMG	72h	2	2.849		
1312	F16	3OMG	F16_3OMG	72h	2	2.556		
1313	F16	3OMG	F16_3OMG	72h	2	2.68		
1314	F16	3OMG	F16_3OMG	72h	2	2.28		
1315	F16	3OMG	F16_3OMG	72h	2	2.747		
1316	F16	3OMG	F16_3OMG	72h	2	1.709		
1317	F16	3OMG	F16_3OMG	72h	2	2.235		
1318	F16	3OMG	F16_3OMG	72h	2	2.185		
1319	F16	3OMG	F16_3OMG	72h	2	2.49		
1320	F16	3OMG	F16_3OMG	72h	2	2.433		
1321	F16	3OMG	F16_3OMG	72h	2	2.884		
1322	F16	3OMG	F16_3OMG	72h	2	2.264		
1323	F16	3OMG	F16_3OMG	72h	2	1.536		
1324	F16	3OMG	F16_3OMG	72h	2	3.925		
1325	F16	3OMG	F16_3OMG	72h	2	2.235		
1326	F16	3OMG	F16_3OMG	72h	2	1.884		
1327	F16	3OMG	F16_3OMG	72h	2	1.919		
1328	F16	3OMG	F16_3OMG	72h	2	1.361		
1329	F16	3OMG	F16_3OMG	72h	2	2.101		
1330	F16	3OMG	F16_3OMG	72h	2	2.461		
1331	F16	3OMG	F16_3OMG	72h	2	2.323		
1332	F16	3OMG	F16_3OMG	72h	2	2.349		
1333	F16	3OMG	F16_3OMG	72h	2	1.358		
1334	F16	3OMG	F16_3OMG	72h	2	1.639		
1335	F16	3OMG	F16_3OMG	72h	2	1.629		
1336	F16	3OMG	F16_3OMG	72h	2	2.433		
1337	F16	3OMG	F16_3OMG	72h	2	2.492		
1338	F16	3OMG	F16_3OMG	72h	2	1.938		
1339	F16	3OMG	F16_3OMG	72h	2	2.484		
1340	F16	3OMG	F16_3OMG	72h	2	2.782		
1341	F16	3OMG	F16_3OMG	72h	2	1.709		
1342	F16	3OMG	F16_3OMG	72h	2	2.642		
1343	F16	3OMG	F16_3OMG	72h	2	3.656		
1344	F16	3OMG	F16_3OMG	72h	2	2.516		
1345	F16	3OMG	F16_3OMG	72h	2	2.243		
1346	F16	3OMG	F16_3OMG	72h	2	1.719		
1347	F16	3OMG	F16_3OMG	72h	2	1.824		
1348	F16	3OMG	F16_3OMG	72h	2	1.991		
1349	F16	3OMG	F16_3OMG	72h	2	2.148		
1350	F16	3OMG	F16_3OMG	72h	2	1.577		
1351	F16	3OMG	F16_3OMG	72h	2	1.904		
1352	F16	3OMG	F16_3OMG	72h	2	2.25		
1353	F16	3OMG	F16_3OMG	72h	2	2.684		
1354	F16	3OMG	F16_3OMG	72h	2	2.366		
1355	F16	3OMG	F16_3OMG	72h	2	2.351		
1356	F16	3OMG	F16_3OMG	72h	2	2.165		
1357	F16	3OMG	F16_3OMG	72h	2	2.417		
1358	F16	3OMG	F16_3OMG	72h	2	2.964		
1359	F16	3OMG	F16_3OMG	72h	2	2.3		
1360	F16	3OMG	F16_3OMG	72h	2	2.349		
1361	F16	3OMG	F16_3OMG	72h	2	3.046		
1362	F16	3OMG	F16_3OMG	72h	2	2.411		
1363	F16	3OMG	F16_3OMG	72h	2	1.797		
1364	F16	3OMG	F16_3OMG	72h	2	2.6		
1365	F16	3OMG	F16_3OMG	72h	2	1.806		
1366	F16	3OMG	F16_3OMG	72h	2	3.201		
1367	F16	3OMG	F16_3OMG	72h	2	2.586		
1368	F16	3OMG	F16_3OMG	72h	2	2.132		
1369	F16	3OMG	F16_3OMG	72h	2	2.539		
1370	F16	3OMG	F16_3OMG	72h	2	2.046		
1371	F16	3OMG	F16_3OMG	72h	2	2.55		
1372	F16	3OMG	F16_3OMG	72h	2	2.385		
1373	F16	3OMG	F16_3OMG	72h	2	2.492		
1374	F16	3OMG	F16_3OMG	72h	2	1.995		
1375	F16	3OMG	F16_3OMG	72h	2	2.054		
1376	F16	3OMG	F16_3OMG	72h	2	2.06		
1377	F16	3OMG	F16_3OMG	72h	2	1.769		
1378	F16	3OMG	F16_3OMG	72h	2	2.407		
1379	F16	3OMG	F16_3OMG	72h	2	1.274		
1380	F16	3OMG	F16_3OMG	72h	2	2.588		
1381	F16	3OMG	F16_3OMG	72h	2	0.962		
1382	F16	3OMG	F16_3OMG	72h	2	1.536		
1383	F16	3OMG	F16_3OMG	72h	2	1.709		
1384	F16	3OMG	F16_3OMG	72h	2	1.709		
1385	F16	3OMG	F16_3OMG	72h	2	2.586		
1386	F16	3OMG	F16_3OMG	72h	2	2.062		
1387	F16	3OMG	F16_3OMG	72h	2	2.235		
1388	F16	3OMG	F16_3OMG	72h	2	2.101		
1389	F16	3OMG	F16_3OMG	72h	2	2.539		
1390	F16	3OMG	F16_3OMG	72h	2	2.005		
1391	F16	3OMG	F16_3OMG	72h	2	2.005		
1392	F16	3OMG	F16_3OMG	72h	2	3.118		
1393	F16	3OMG	F16_3OMG	72h	2	2.243		
1394	F16	3OMG	F16_3OMG	72h	2	2.243		
1395	F16	3OMG	F16_3OMG	72h	2	2.323		
1396	F16	3OMG	F16_3OMG	72h	2	1.936		
1397	F16	3OMG	F16_3OMG	72h	2	3.463		
1398	F16	3OMG	F16_3OMG	72h	2	1.534		
1399	F16	3OMG	F16_3OMG	72h	2	1.972		
1400	F16	3OMG	F16_3OMG	72h	2	1.621		
1401	F16	3OMG	F16_3OMG	72h	3	2.687		
1402	F16	3OMG	F16_3OMG	72h	3	2.684		
1403	F16	3OMG	F16_3OMG	72h	3	2.349		
1404	F16	3OMG	F16_3OMG	72h	3	2.149		
1405	F16	3OMG	F16_3OMG	72h	3	3.587		
1406	F16	3OMG	F16_3OMG	72h	3	2.325		
1407	F16	3OMG	F16_3OMG	72h	3	1.434		
1408	F16	3OMG	F16_3OMG	72h	3	2.028		
1409	F16	3OMG	F16_3OMG	72h	3	1.806		
1410	F16	3OMG	F16_3OMG	72h	3	1.797		
1411	F16	3OMG	F16_3OMG	72h	3	1.466		
1412	F16	3OMG	F16_3OMG	72h	3	1.989		
1413	F16	3OMG	F16_3OMG	72h	3	2.056		
1414	F16	3OMG	F16_3OMG	72h	3	2.235		
1415	F16	3OMG	F16_3OMG	72h	3	1.629		
1416	F16	3OMG	F16_3OMG	72h	3	2.904		
1417	F16	3OMG	F16_3OMG	72h	3	1.769		
1418	F16	3OMG	F16_3OMG	72h	3	1.794		
1419	F16	3OMG	F16_3OMG	72h	3	1.919		
1420	F16	3OMG	F16_3OMG	72h	3	2.165		
1421	F16	3OMG	F16_3OMG	72h	3	1.769		
1422	F16	3OMG	F16_3OMG	72h	3	3.112		
1423	F16	3OMG	F16_3OMG	72h	3	0.939		
1424	F16	3OMG	F16_3OMG	72h	3	2.253		
1425	F16	3OMG	F16_3OMG	72h	3	2.323		
1426	F16	3OMG	F16_3OMG	72h	3	1.919		
1427	F16	3OMG	F16_3OMG	72h	3	1.183		
1428	F16	3OMG	F16_3OMG	72h	3	0.919		
1429	F16	3OMG	F16_3OMG	72h	3	1.577		
1430	F16	3OMG	F16_3OMG	72h	3	1.904		
1431	F16	3OMG	F16_3OMG	72h	3	1.377		
1432	F16	3OMG	F16_3OMG	72h	3	1.711		
1433	F16	3OMG	F16_3OMG	72h	3	2.762		
1434	F16	3OMG	F16_3OMG	72h	3	1.709		
1435	F16	3OMG	F16_3OMG	72h	3	1.709		
1436	F16	3OMG	F16_3OMG	72h	3	1.558		
1437	F16	3OMG	F16_3OMG	72h	3	1.012		
1438	F16	3OMG	F16_3OMG	72h	3	1.662		
1439	F16	3OMG	F16_3OMG	72h	3	1.629		
1440	F16	3OMG	F16_3OMG	72h	3	1.884		
1441	F16	3OMG	F16_3OMG	72h	3	2.309		
1442	F16	3OMG	F16_3OMG	72h	3	1.709		
1443	F16	3OMG	F16_3OMG	72h	3	1.817		
1444	F16	3OMG	F16_3OMG	72h	3	1.371		
1445	F16	3OMG	F16_3OMG	72h	3	2.411		
1446	F16	3OMG	F16_3OMG	72h	3	1.98		
1447	F16	3OMG	F16_3OMG	72h	3	2.02		
1448	F16	3OMG	F16_3OMG	72h	3	2.516		
1449	F16	3OMG	F16_3OMG	72h	3	2.937		
1450	F16	3OMG	F16_3OMG	72h	3	1.699		
1451	F16	3OMG	F16_3OMG	72h	3	1.639		
1452	F16	3OMG	F16_3OMG	72h	3	1.887		
1453	F16	3OMG	F16_3OMG	72h	3	1.075		
1454	F16	3OMG	F16_3OMG	72h	3	1.711		
1455	F16	3OMG	F16_3OMG	72h	3	2.877		
1456	F16	3OMG	F16_3OMG	72h	3	1.662		
1457	F16	3OMG	F16_3OMG	72h	3	1.446		
1458	F16	3OMG	F16_3OMG	72h	3	1.747		
1459	F16	3OMG	F16_3OMG	72h	3	2.06		
1460	F16	3OMG	F16_3OMG	72h	3	1.621		
1461	F16	3OMG	F16_3OMG	72h	3	1.469		
1462	F16	3OMG	F16_3OMG	72h	3	1.974		
1463	F16	3OMG	F16_3OMG	72h	3	2.091		
1464	F16	3OMG	F16_3OMG	72h	3	1.709		
1465	F16	3OMG	F16_3OMG	72h	3	1.407		
1466	F16	3OMG	F16_3OMG	72h	3	2.411		
1467	F16	3OMG	F16_3OMG	72h	3	2.821		
1468	F16	3OMG	F16_3OMG	72h	3	2.5		
1469	F16	3OMG	F16_3OMG	72h	3	2.239		
1470	F16	3OMG	F16_3OMG	72h	3	3.47		
1471	F16	3OMG	F16_3OMG	72h	3	2.656		
1472	F16	3OMG	F16_3OMG	72h	3	2.091		
1473	F16	3OMG	F16_3OMG	72h	3	2.328		
1474	F16	3OMG	F16_3OMG	72h	3	1.98		
1475	F16	3OMG	F16_3OMG	72h	3	1.817		
1476	F16	3OMG	F16_3OMG	72h	3	2.433		
1477	F16	3OMG	F16_3OMG	72h	3	2.078		
1478	F16	3OMG	F16_3OMG	72h	3	2.062		
1479	F16	3OMG	F16_3OMG	72h	3	2.71		
1480	F16	3OMG	F16_3OMG	72h	3	2.239		
1481	F16	3OMG	F16_3OMG	72h	3	2.235		
1482	F16	3OMG	F16_3OMG	72h	3	2.349		
1483	F16	3OMG	F16_3OMG	72h	3	2.642		
1484	F16	3OMG	F16_3OMG	72h	3	2.024		
1485	F16	3OMG	F16_3OMG	72h	3	3.468		
1486	F16	3OMG	F16_3OMG	72h	3	2.165		
1487	F16	3OMG	F16_3OMG	72h	3	1.824		
1488	F16	3OMG	F16_3OMG	72h	3	2.06		
1489	F16	3OMG	F16_3OMG	72h	3	2.176		
1490	F16	3OMG	F16_3OMG	72h	3	2.183		
1491	F16	3OMG	F16_3OMG	72h	3	1.743		
1492	F16	3OMG	F16_3OMG	72h	3	1.5		
1493	F16	3OMG	F16_3OMG	72h	3	3.046		
1494	F16	3OMG	F16_3OMG	72h	3	2.115		
1495	F16	3OMG	F16_3OMG	72h	3	2.349		
1496	F16	3OMG	F16_3OMG	72h	3	1.544		
1497	F16	3OMG	F16_3OMG	72h	3	1.797		
1498	F16	3OMG	F16_3OMG	72h	3	2.17		
1499	F16	3OMG	F16_3OMG	72h	3	2.091		
1500	F16	3OMG	F16_3OMG	72h	3	2.5		
1501	F16	3OMG	F16_3OMG	72h	4	1.709		
1502	F16	3OMG	F16_3OMG	72h	4	1.632		
1503	F16	3OMG	F16_3OMG	72h	4	2.6		
1504	F16	3OMG	F16_3OMG	72h	4	1.884		
1505	F16	3OMG	F16_3OMG	72h	4	2.046		
1506	F16	3OMG	F16_3OMG	72h	4	1.906		
1507	F16	3OMG	F16_3OMG	72h	4	2.005		
1508	F16	3OMG	F16_3OMG	72h	4	1.731		
1509	F16	3OMG	F16_3OMG	72h	4	1.662		
1510	F16	3OMG	F16_3OMG	72h	4	2.264		
1511	F16	3OMG	F16_3OMG	72h	4	1.955		
1512	F16	3OMG	F16_3OMG	72h	4	2.366		
1513	F16	3OMG	F16_3OMG	72h	4	1.893		
1514	F16	3OMG	F16_3OMG	72h	4	3.133		
1515	F16	3OMG	F16_3OMG	72h	4	1.824		
1516	F16	3OMG	F16_3OMG	72h	4	2.394		
1517	F16	3OMG	F16_3OMG	72h	4	1.534		
1518	F16	3OMG	F16_3OMG	72h	4	1.991		
1519	F16	3OMG	F16_3OMG	72h	4	2.13		
1520	F16	3OMG	F16_3OMG	72h	4	2.385		
1521	F16	3OMG	F16_3OMG	72h	4	2.13		
1522	F16	3OMG	F16_3OMG	72h	4	1.98		
1523	F16	3OMG	F16_3OMG	72h	4	1.974		
1524	F16	3OMG	F16_3OMG	72h	4	2.684		
1525	F16	3OMG	F16_3OMG	72h	4	2.498		
1526	F16	3OMG	F16_3OMG	72h	4	1.534		
1527	F16	3OMG	F16_3OMG	72h	4	2.323		
1528	F16	3OMG	F16_3OMG	72h	4	1.884		
1529	F16	3OMG	F16_3OMG	72h	4	1.995		
1530	F16	3OMG	F16_3OMG	72h	4	2.17		
1531	F16	3OMG	F16_3OMG	72h	4	2.412		
1532	F16	3OMG	F16_3OMG	72h	4	2.06		
1533	F16	3OMG	F16_3OMG	72h	4	2.417		
